0,Sentence,Trigger,Multiclass
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,"Notwithstanding the foregoing, the lender is required to waive the requirement described under this subheading “—Tax and Insurance Reserve Account” for the Borrower to make deposits into the Tax and Insurance Reserve Account so long as, and to the extent that, (a) no Mortgage Loan Event of Default or Cash Sweep Period has occurred and is continuing, (b) the Borrower has promptly provided the lender with satisfactory evidence (as reasonably determined by the lender) that (i) Metropolitan has paid all taxes and other obligations and insurance premiums, at its sole cost and expense, pursuant to the Metropolitan Lease, (ii) Metropolitan is maintaining insurance policies satisfying the applicable requirements set forth in the Mortgage Loan Agreement and (iii) no event of default has occurred and is continuing pursuant to the Metropolitan Lease.",Loan Default,0
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,"Upon the occurrence of a Cash Sweep Period, and on each Mortgage Loan Payment Date thereafter during the continuance of a Cash Sweep Period, the Borrower is required to deliver to the lender for deposit into a reserve account (the “Ground Rent Reserve Account” an amount equal to the next monthly payment of ground rents (including both base and additional rents) and other charges due under the Leasehold Portion Prime Lease that the lender estimates will be payable by the Borrower as lessee under the Leasehold Portion Prime Lease, without duplication (collectively, the “Ground Rent”) on the next payment date thereunder.",Unspecified,0
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,"Notwithstanding the foregoing, the lender is required to waive the requirement set forth described under this subheading “—Ground Rent Reserve Account” for the Borrower to make deposits into the Ground Lease Reserve Account so long as, and to the extent that, (a) no Mortgage Loan Event of Default or Cash Sweep Period has occurred and is continuing, (b) the Borrower has promptly provided the lender with satisfactory evidence (as reasonably determined by the lender) that (i) Metropolitan has paid all Ground Rent, at its sole cost and expense, pursuant to the Metropolitan Lease and (ii) no default or event of default has occurred and is continuing pursuant to the Metropolitan Lease.",Loan Default,0
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,"Provided no Mortgage Loan Event of Default exists, the lender will be required to apply amounts in the Ground Rent Reserve Account to the payment of the Ground Rent.",Loan Default,0
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,During a Cash Sweep Period the Borrower is required to deposit with the lender into an account (the “Excess Cash Flow Reserve Account”) all excess cash flow available in the Cash Management Account following all required deposits.,Unspecified,0
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,"Upon the occurrence of a Cash Sweep Event Cure and provided no additional Mortgage Loan Event of Default exists, all funds in the Excess Cash Flow Reserve Account is required to be disbursed to the Borrower in accordance with the Mortgage Loan Agreement.",Loan Default,0
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,"“Cash Sweep Event” means the occurrence of: (a) a Mortgage Loan Event of Default; (b) any bankruptcy action of the Borrower; (c) a Debt Yield Trigger Event; or (d) default beyond applicable notice and/or cure periods under the Leasehold Portion Prime Lease, the Leasehold Portion Ground Sublease or any Metropolitan Lease.",Loan Default,1
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,"“Cash Sweep Event” means the occurrence of: (a) a Mortgage Loan Event of Default; (b) any bankruptcy action of the Borrower; (c) a Debt Yield Trigger Event; or (d) default beyond applicable notice and/or cure periods under the Leasehold Portion Prime Lease, the Leasehold Portion Ground Sublease or any Metropolitan Lease.",Bankruptcy,1
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,"“Cash Sweep Event” means the occurrence of: (a) a Mortgage Loan Event of Default; (b) any bankruptcy action of the Borrower; (c) a Debt Yield Trigger Event; or (d) default beyond applicable notice and/or cure periods under the Leasehold Portion Prime Lease, the Leasehold Portion Ground Sublease or any Metropolitan Lease.",Debt Yield Fall,1
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,"“Cash Sweep Event Cure” means (a) if the Cash Sweep Event is caused solely by the occurrence of a Debt Yield Trigger Event, the achievement of a Debt Yield Cure, (b) if the Cash Sweep Event is caused by a Mortgage Loan Event of Default, the acceptance by the lender of a cure of such Mortgage Loan Event of Default (which cure the lender is not obligated to accept and may reject or accept in its sole and absolute discretion) or (c) if the Cash Sweep Event is caused by an event described in clause (d) of the definition of Cash Sweep Event, such default has been cured to the satisfaction of the lender; provided, however, that, such Cash Sweep Event Cure set forth in this definition will be subject to the following conditions, (i) no Mortgage Loan Event of Default has occurred and is continuing under the Mortgage Loan Agreement or any of the other Mortgage Loan Documents (other than with respect to a Mortgage Loan Event of Default caused pursuant to the provisions described in clause (b) above), and (ii) the Borrower has paid all of the lender’s reasonable expenses incurred in connection with such Cash Sweep Event Cure including reasonable attorney’s fees.",Loan Default,1
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,"“Cash Sweep Event Cure” means (a) if the Cash Sweep Event is caused solely by the occurrence of a Debt Yield Trigger Event, the achievement of a Debt Yield Cure, (b) if the Cash Sweep Event is caused by a Mortgage Loan Event of Default, the acceptance by the lender of a cure of such Mortgage Loan Event of Default (which cure the lender is not obligated to accept and may reject or accept in its sole and absolute discretion) or (c) if the Cash Sweep Event is caused by an event described in clause (d) of the definition of Cash Sweep Event, such default has been cured to the satisfaction of the lender; provided, however, that, such Cash Sweep Event Cure set forth in this definition will be subject to the following conditions, (i) no Mortgage Loan Event of Default has occurred and is continuing under the Mortgage Loan Agreement or any of the other Mortgage Loan Documents (other than with respect to a Mortgage Loan Event of Default caused pursuant to the provisions described in clause (b) above), and (ii) the Borrower has paid all of the lender’s reasonable expenses incurred in connection with such Cash Sweep Event Cure including reasonable attorney’s fees.",Debt Yield Fall,1
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,"“Cash Sweep Period” means each period commencing on the occurrence of a Cash Sweep Event and continuing until the earlier of (a) the Mortgage Loan Payment Date next occurring following the related Cash Sweep Event Cure, or (b) until payment in full of all principal and interest on the Mortgage Loan and all other amounts payable under the Mortgage Loan Documents or defeasance of the Mortgage Loan in accordance with the terms and provisions of the Mortgage Loan Documents.",Unspecified,0
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,“Debt Yield Cure” means (a) no Mortgage Loan Event of Default is continuing and (b) the achievement of a Debt Yield of six and one half percent (6.5%) or greater for the two (2) consecutive fiscal quarters immediately preceding the date of determination based upon the trailing twelve (12) month period immediately preceding such date of etermination.,Debt Yield Fall,1
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,“Debt Yield Cure” means (a) no Mortgage Loan Event of Default is continuing and (b) the achievement of a Debt Yield of six and one half percent (6.5%) or greater for the two (2) consecutive fiscal quarters immediately preceding the date of determination based upon the trailing twelve (12) month period immediately preceding such date of etermination.,Loan Default,1
